"source_sheet","source_cell","records_with_same_source_cell","duplicate_flag"
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q34",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q35",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q36",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q37",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q38",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q39",1,FALSE
"COMPARATIVO","Q4",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q40",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q41",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Q43",1,FALSE
"COMPARATIVO","Q5",1,FALSE
"COMPARATIVO","Q6",1,FALSE
"COMPARATIVO","Q7",1,FALSE
"COMPARATIVO","Q8",1,FALSE
"COMPARATIVO","Q9",1,FALSE
"COMPARATIVO","R10",1,FALSE
"COMPARATIVO","R11",1,FALSE
"COMPARATIVO","R12",1,FALSE
"COMPARATIVO","R13",1,FALSE
"COMPARATIVO","R3",1,FALSE
"COMPARATIVO","R4",1,FALSE
"COMPARATIVO","R5",1,FALSE
"COMPARATIVO","R6",1,FALSE
"COMPARATIVO","R7",1,FALSE
"COMPARATIVO","R8",1,FALSE
"COMPARATIVO","R9",1,FALSE
"COMPARATIVO","S10",1,FALSE
"COMPARATIVO","S11",1,FALSE
"COMPARATIVO","S12",1,FALSE
"COMPARATIVO","S13",1,FALSE
"COMPARATIVO","S3",1,FALSE
"COMPARATIVO","S4",1,FALSE
"COMPARATIVO","S5",1,FALSE
"COMPARATIVO","S6",1,FALSE
"COMPARATIVO","S7",1,FALSE
"COMPARATIVO","S8",1,FALSE
"COMPARATIVO","S9",1,FALSE
"COMPARATIVO","T10",1,FALSE
"COMPARATIVO","T11",1,FALSE
"COMPARATIVO","T12",1,FALSE
"COMPARATIVO","T13",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T14",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T15",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T16",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T17",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T18",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T19",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T20",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T21",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T22",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T23",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T24",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T25",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T26",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T27",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T28",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T29",1,FALSE
"COMPARATIVO","T3",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T33",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T34",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T35",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T36",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T37",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T38",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T39",1,FALSE
"COMPARATIVO","T4",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T40",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T41",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","T43",1,FALSE
"COMPARATIVO","T5",1,FALSE
"COMPARATIVO","T6",1,FALSE
"COMPARATIVO","T7",1,FALSE
"COMPARATIVO","T8",1,FALSE
"COMPARATIVO","T9",1,FALSE
"COMPARATIVO","U10",1,FALSE
"COMPARATIVO","U11",1,FALSE
"COMPARATIVO","U12",1,FALSE
"COMPARATIVO","U13",1,FALSE
"COMPARATIVO","U3",1,FALSE
"COMPARATIVO","U4",1,FALSE
"COMPARATIVO","U5",1,FALSE
"COMPARATIVO","U6",1,FALSE
"COMPARATIVO","U7",1,FALSE
"COMPARATIVO","U8",1,FALSE
"COMPARATIVO","U9",1,FALSE
"COMPARATIVO","V10",1,FALSE
"COMPARATIVO","V11",1,FALSE
"COMPARATIVO","V12",1,FALSE
"COMPARATIVO","V13",1,FALSE
"COMPARATIVO","V3",1,FALSE
"COMPARATIVO","V4",1,FALSE
"COMPARATIVO","V5",1,FALSE
"COMPARATIVO","V6",1,FALSE
"COMPARATIVO","V7",1,FALSE
"COMPARATIVO","V8",1,FALSE
"COMPARATIVO","V9",1,FALSE
"COMPARATIVO","W10",1,FALSE
"COMPARATIVO","W11",1,FALSE
"COMPARATIVO","W12",1,FALSE
"COMPARATIVO","W13",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W14",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W15",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W16",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W17",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W18",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W19",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W20",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W21",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W22",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W23",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W24",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W25",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W26",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W27",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W28",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W29",1,FALSE
"COMPARATIVO","W3",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W33",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W34",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W35",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W36",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W37",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W38",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W39",1,FALSE
"COMPARATIVO","W4",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W40",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W41",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","W43",1,FALSE
"COMPARATIVO","W5",1,FALSE
"COMPARATIVO","W6",1,FALSE
"COMPARATIVO","W7",1,FALSE
"COMPARATIVO","W8",1,FALSE
"COMPARATIVO","W9",1,FALSE
"COMPARATIVO","X10",1,FALSE
"COMPARATIVO","X11",1,FALSE
"COMPARATIVO","X12",1,FALSE
"COMPARATIVO","X13",1,FALSE
"COMPARATIVO","X3",1,FALSE
"COMPARATIVO","X4",1,FALSE
"COMPARATIVO","X5",1,FALSE
"COMPARATIVO","X6",1,FALSE
"COMPARATIVO","X7",1,FALSE
"COMPARATIVO","X8",1,FALSE
"COMPARATIVO","X9",1,FALSE
"COMPARATIVO","Y10",1,FALSE
"COMPARATIVO","Y11",1,FALSE
"COMPARATIVO","Y12",1,FALSE
"COMPARATIVO","Y13",1,FALSE
"COMPARATIVO","Y3",1,FALSE
"COMPARATIVO","Y4",1,FALSE
"COMPARATIVO","Y5",1,FALSE
"COMPARATIVO","Y6",1,FALSE
"COMPARATIVO","Y7",1,FALSE
"COMPARATIVO","Y8",1,FALSE
"COMPARATIVO","Y9",1,FALSE
"COMPARATIVO","Z10",1,FALSE
"COMPARATIVO","Z11",1,FALSE
"COMPARATIVO","Z12",1,FALSE
"COMPARATIVO","Z13",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z14",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z15",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z16",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z17",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z18",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z19",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z20",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z21",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z22",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z23",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z24",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z25",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z26",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z27",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z28",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z29",1,FALSE
"COMPARATIVO","Z3",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z33",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z34",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z35",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z36",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z37",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z38",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z39",1,FALSE
"COMPARATIVO","Z4",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z40",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z41",1,FALSE
"AVALIA<U+00C7><U+00C3>O ECON<U+00D4>MICA","Z43",1,FALSE
"COMPARATIVO","Z5",1,FALSE
"COMPARATIVO","Z6",1,FALSE
"COMPARATIVO","Z7",1,FALSE
"COMPARATIVO","Z8",1,FALSE
"COMPARATIVO","Z9",1,FALSE
